"time"	"n.risk"	"n.event"	"n.censored"
0	79	0	0
0.457641	79	1	0
1.64885	78	1	0
1.9517	77	1	0
2.29493	76	1	0
2.41607	75	1	1
4.03127	73	1	1
5.70705	71	1	1
5.90895	69	1	0
6.75693	68	1	0
8.61441	67	2	0
9.11916	65	1	2
10.169	62	1	0
10.3911	61	1	0
10.8959	60	1	1
11.7439	58	2	1
13.6417	55	2	1
15.2367	52	1	4
16.9933	47	1	4
18.77	42	0	0
19.1132	42	1	2
21.5158	39	2	11
28.2593	26	3	0
33.99	5	0	0
